Ts (degC),I (a.u.),P (W),q (slm)
3.559000000000000341e+01,1.507572067443607608e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.557000000000000028e+01,1.459592809906017501e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.561999999999999744e+01,1.408368584379700013e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.624000000000000199e+01,1.414083926221807254e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.784000000000000341e+01,1.441494432716162642e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.889999999999999858e+01,1.427719640921053477e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.992000000000000171e+01,1.405968796156012919e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.107000000000000028e+01,1.454398175667294068e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.218999999999999773e+01,1.418435105300748954e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.296000000000000085e+01,1.451830115244354587e+06,3.000000000000000000e+00,2.000000000000000000e+00
