Ts (degC),I (a.u.),P (W),q (slm)
4.211999999999999744e+01,5.417538237124063307e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.339000000000000057e+01,7.202131430639101891e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.503999999999999915e+01,5.838816187781922054e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.625000000000000000e+01,5.726662643797005294e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.739000000000000057e+01,5.580286772086455021e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.839000000000000057e+01,5.669799944548857166e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.946999999999999886e+01,5.634955527067679213e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.035000000000000142e+01,6.008557997086441610e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.146000000000000085e+01,5.456217437593983486e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.239999999999999858e+01,5.544108249248106731e+05,4.000000000000000000e+00,2.000000000000000000e+00
