Ts (degC),I (a.u.),P (W),q (slm)
3.370000000000000284e+01,1.657257703026311472e+06,4.000000000000000000e+00,1.000000000000000000e+00
3.585000000000000142e+01,1.684053757302625570e+06,4.000000000000000000e+00,1.000000000000000000e+00
3.739000000000000057e+01,1.719810860526317963e+06,4.000000000000000000e+00,1.000000000000000000e+00
3.879999999999999716e+01,1.800440960836463608e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.035000000000000142e+01,1.705534085413534660e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.193999999999999773e+01,1.659871095930449199e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.331000000000000227e+01,1.653658821400376037e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.431000000000000227e+01,1.638061860958647914e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.507000000000000028e+01,1.614845594464284834e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.571000000000000085e+01,1.681858704360900912e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.671999999999999886e+01,1.674807039812030038e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.745000000000000284e+01,1.708949912509404821e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+01,1.632381011221806519e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.878999999999999915e+01,1.622518240093985805e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.946999999999999886e+01,1.627509001353387954e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.018999999999999773e+01,1.626406732218041550e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.070000000000000284e+01,1.649749634013159433e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.117999999999999972e+01,1.625954392894735327e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.127000000000000313e+01,1.647033996654138900e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.110999999999999943e+01,1.634427378552630544e+06,4.000000000000000000e+00,1.000000000000000000e+00
