t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
9.530000000000000000e+02,4.700000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.000000000000000056e-01,0.000000000000000000e+00,1.000030000000000001e+02,7.000000000000000666e-02,1.429999999999999938e+00
5.826000000000000000e+03,5.500000000000000000e+01,6.610000000000000320e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.040000000000000036e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.350000000000000089e+00,1.520000000000000018e+00
6.851000000000000000e+03,5.500000000000000000e+01,6.500000000000000000e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.049999999999999822e+00,2.000000000000000000e+00,1.000049999999999955e+02,1.320000000000000062e+00,1.550000000000000044e+00
7.854000000000000000e+03,5.500000000000000000e+01,6.469999999999999751e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.029999999999999805e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.310000000000000053e+00,1.550000000000000044e+00
8.855000000000000000e+03,5.500000000000000000e+01,6.440000000000000391e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.029999999999999805e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.310000000000000053e+00,1.550000000000000044e+00
9.858000000000000000e+03,5.500000000000000000e+01,6.429999999999999716e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.310000000000000053e+00,1.530000000000000027e+00
1.084500000000000000e+04,5.400000000000000000e+01,6.410000000000000142e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.300000000000000044e+00,1.550000000000000044e+00
1.185800000000000000e+04,5.500000000000000000e+01,6.419999999999999929e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.310000000000000053e+00,1.530000000000000027e+00
1.285100000000000000e+04,5.400000000000000000e+01,6.410000000000000142e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.300000000000000044e+00,1.550000000000000044e+00
1.386300000000000000e+04,5.500000000000000000e+01,6.410000000000000142e+00,2.000000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.310000000000000053e+00,1.530000000000000027e+00
