Ts (degC),I (a.u.),P (W),q (slm)
3.528999999999999915e+01,9.638715339473683853e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.614999999999999858e+01,9.696500702537571779e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.740999999999999659e+01,9.910070890883440152e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.828999999999999915e+01,9.383705350375894923e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.896999999999999886e+01,9.528147200469911331e+05,2.000000000000000000e+00,1.000000000000000000e+00
3.971000000000000085e+01,9.758462074060152518e+05,2.000000000000000000e+00,1.000000000000000000e+00
4.061999999999999744e+01,9.680734114849610487e+05,2.000000000000000000e+00,1.000000000000000000e+00
4.095000000000000284e+01,9.713893346616538474e+05,2.000000000000000000e+00,1.000000000000000000e+00
4.167000000000000171e+01,9.636633494548860472e+05,2.000000000000000000e+00,1.000000000000000000e+00
4.246000000000000085e+01,1.027820389849625877e+06,2.000000000000000000e+00,1.000000000000000000e+00
