Ts (degC),I (a.u.),P (W),q (slm)
3.525000000000000000e+01,1.590537160093982471e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.652000000000000313e+01,1.597159890676693758e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.811999999999999744e+01,1.669875284689856227e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.936999999999999744e+01,1.628341616137219360e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.057000000000000028e+01,1.640412990676698042e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.156000000000000227e+01,1.641291677058274625e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.217999999999999972e+01,1.655635095845863456e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.313000000000000256e+01,1.669922341776316520e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.367999999999999972e+01,1.607641671907890355e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.424000000000000199e+01,1.661370517020678613e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.474000000000000199e+01,1.622858233703006990e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.539999999999999858e+01,1.666525608524439856e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.579999999999999716e+01,1.653839535394734936e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.620000000000000284e+01,1.611903910629701102e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.667999999999999972e+01,1.640677101654135156e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.711999999999999744e+01,1.618466772772561060e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.746000000000000085e+01,1.628214980836460600e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.786999999999999744e+01,1.669529131776314462e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.842999999999999972e+01,1.653210424031960079e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.865999999999999659e+01,1.658717827753753867e+06,4.000000000000000000e+00,3.000000000000000000e+00
