Ts (degC),I (a.u.),P (W),q (slm)
3.503999999999999915e+01,1.079231119116539368e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.532999999999999829e+01,1.031472857424809015e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.602000000000000313e+01,1.045301235169171356e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.617999999999999972e+01,1.050248881296991138e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.677000000000000313e+01,1.065876022330828942e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.739999999999999858e+01,1.057070064671048196e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.800999999999999801e+01,1.044806396644735360e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.850000000000000000e+01,1.090090465714288177e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.893999999999999773e+01,1.040918274078947725e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.939999999999999858e+01,1.031573993204886559e+06,2.000000000000000000e+00,3.000000000000000000e+00
