t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
7.730000000000000000e+02,4.900000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.000000000000000056e-01,0.000000000000000000e+00,1.000030000000000001e+02,7.000000000000000666e-02,1.429999999999999938e+00
1.996200000000000000e+04,5.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.700000000000000178e+00,3.000000000000000000e+00,1.000019999999999953e+02,1.699999999999999956e+00,1.590000000000000080e+00
2.098700000000000000e+04,5.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.709999999999999964e+00,3.000000000000000000e+00,1.000019999999999953e+02,1.699999999999999956e+00,1.590000000000000080e+00
2.201200000000000000e+04,5.800000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.720000000000000195e+00,3.000000000000000000e+00,1.000019999999999953e+02,1.699999999999999956e+00,1.600000000000000089e+00
2.301400000000000000e+04,5.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.720000000000000195e+00,3.000000000000000000e+00,1.000010000000000048e+02,1.719999999999999973e+00,1.580000000000000071e+00
