Ts (degC),I (a.u.),P (W),q (slm)
3.506000000000000227e+01,1.100315527133459225e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.513000000000000256e+01,1.083638224680448882e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.638000000000000256e+01,1.091955010375938378e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.742000000000000171e+01,1.121967083909771172e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.864999999999999858e+01,1.095806053928576410e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.003000000000000114e+01,1.084006427904139040e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.084000000000000341e+01,1.083385939567670226e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.178999999999999915e+01,1.069112860037592240e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.282999999999999829e+01,1.058129588233085349e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.370000000000000284e+01,1.114592425432327902e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.410999999999999943e+01,1.085206753167290939e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.496000000000000085e+01,1.115746186353377532e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.546999999999999886e+01,1.095404960018791724e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.609000000000000341e+01,1.089732240563906496e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.661999999999999744e+01,1.082727140357142081e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.729999999999999716e+01,1.091380100892857416e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.763000000000000256e+01,1.084488947819554480e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.804999999999999716e+01,1.103300326099617640e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.849000000000000199e+01,1.097371995507522253e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.878999999999999915e+01,1.089396804840226192e+06,4.000000000000000000e+00,3.000000000000000000e+00
