Ts (degC),I (a.u.),P (W),q (slm)
3.346000000000000085e+01,1.551821003796996316e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.461999999999999744e+01,1.516098515864665620e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.617999999999999972e+01,1.526012532406011829e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.722999999999999687e+01,1.522066512377819978e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.835000000000000142e+01,1.540643713900378672e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.950000000000000000e+01,1.528030936494362075e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.025999999999999801e+01,1.535980874013157096e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.085000000000000142e+01,1.546240920281948522e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.157999999999999829e+01,1.506673548101506196e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.221000000000000085e+01,1.565519912960524671e+06,3.000000000000000000e+00,4.000000000000000000e+00
