Ts (degC),I (a.u.),P (W),q (slm)
4.368999999999999773e+01,5.042378694924804731e+05,3.000000000000000000e+00,1.000000000000000000e+00
4.685999999999999943e+01,4.210320712218031404e+05,3.000000000000000000e+00,1.000000000000000000e+00
4.884000000000000341e+01,4.476515998308268609e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.025000000000000000e+01,4.679012989003764233e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.167000000000000171e+01,5.202121489285718417e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.342999999999999972e+01,6.160664485714276088e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.510999999999999943e+01,5.125704230075192754e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.671000000000000085e+01,4.797823509304517065e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.813000000000000256e+01,4.958587516353396350e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.940999999999999659e+01,5.153942177537609823e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.027000000000000313e+01,4.911006889003767865e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.124000000000000199e+01,4.645474344078944414e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.207999999999999829e+01,5.045845151503775851e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.313000000000000256e+01,4.531273447274439386e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.377000000000000313e+01,4.410296083646627958e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.454999999999999716e+01,4.982284824530078331e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.548000000000000398e+01,4.902576032988741645e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.634999999999999432e+01,4.852732477161658462e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.710999999999999943e+01,4.729280304981215158e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.779000000000000625e+01,4.836009965413525933e+05,3.000000000000000000e+00,1.000000000000000000e+00
