Ts (degC),I (a.u.),P (W),q (slm)
3.372999999999999687e+01,1.076903148383456282e+06,3.000000000000000000e+00,1.000000000000000000e+00
3.645000000000000284e+01,1.122955898656012258e+06,3.000000000000000000e+00,1.000000000000000000e+00
3.864000000000000057e+01,1.096924214069550624e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.049000000000000199e+01,1.218900616889098659e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.253000000000000114e+01,1.147910813627823722e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.378000000000000114e+01,1.106348565902259434e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.542999999999999972e+01,1.034604124652257422e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.671000000000000085e+01,1.051659485216161702e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.802000000000000313e+01,1.117660621381571749e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.953999999999999915e+01,1.138176156033837004e+06,3.000000000000000000e+00,1.000000000000000000e+00
