Ts (degC),I (a.u.),P (W),q (slm)
3.402000000000000313e+01,1.221444286466170102e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.460000000000000142e+01,1.103727289088345133e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.632999999999999829e+01,1.099121853919171030e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.750000000000000000e+01,1.108084011541348416e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.882999999999999829e+01,1.071066468242482748e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.982999999999999829e+01,1.051537284614667995e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.110000000000000142e+01,1.102592622011278523e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.203000000000000114e+01,1.117834190582714509e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.299000000000000199e+01,1.123549162866543513e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.370000000000000284e+01,1.108654732697361382e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.414000000000000057e+01,1.102490993486842141e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.503000000000000114e+01,1.093061591024435125e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.585999999999999943e+01,1.136283401757516665e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.649000000000000199e+01,1.119674837142861448e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.721000000000000085e+01,1.126705806428574258e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.752000000000000313e+01,1.158581439135341207e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.803999999999999915e+01,1.119645765225561103e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.835000000000000142e+01,1.114097094163535628e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.896000000000000085e+01,1.138215082838340197e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.932999999999999829e+01,1.134082682255628752e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.010000000000000142e+01,1.116114882321425714e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.017000000000000171e+01,1.122921899295114912e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.043999999999999773e+01,1.123351202819551108e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.054999999999999716e+01,1.101564264530075714e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.071000000000000085e+01,1.121251495911647566e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.096999999999999886e+01,1.129069008383456385e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.113000000000000256e+01,1.114393233524434268e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.118999999999999773e+01,1.126048855009401916e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.132000000000000028e+01,1.094650075657891575e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.170000000000000284e+01,1.115257630319551565e+06,4.000000000000000000e+00,3.000000000000000000e+00
