Ts (degC),I (a.u.),P (W),q (slm)
4.089999999999999858e+01,6.014992006578922737e+05,4.000000000000000000e+00,1.000000000000000000e+00
4.253000000000000114e+01,5.560482144360906677e+05,4.000000000000000000e+00,1.000000000000000000e+00
4.435999999999999943e+01,7.085503767857133644e+05,4.000000000000000000e+00,1.000000000000000000e+00
4.649000000000000199e+01,8.278314679511267459e+05,4.000000000000000000e+00,1.000000000000000000e+00
4.828000000000000114e+01,7.478621378289486747e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.039999999999999858e+01,6.519071951503785094e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.203999999999999915e+01,6.121302834304542048e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.307999999999999829e+01,6.403454414661662886e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.465999999999999659e+01,5.928219724624080118e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.579999999999999716e+01,6.067572757330824388e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.681000000000000227e+01,5.933707664943613345e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.768999999999999773e+01,5.478418034774444532e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.778999999999999915e+01,5.851532687875917181e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.038000000000000256e+01,5.784893940507506486e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.124000000000000199e+01,6.303605929229323519e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.213000000000000256e+01,5.904025976503724232e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.270000000000000284e+01,6.193339596146610565e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.338000000000000256e+01,5.870227408928573132e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.418000000000000682e+01,5.671342234398497967e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.489000000000000057e+01,5.696624947556385305e+05,4.000000000000000000e+00,1.000000000000000000e+00
