Ts (degC),I (a.u.),P (W),q (slm)
3.375999999999999801e+01,1.115650593947362620e+06,4.000000000000000000e+00,1.000000000000000000e+00
3.693999999999999773e+01,1.057470665836464614e+06,4.000000000000000000e+00,1.000000000000000000e+00
3.865999999999999659e+01,1.023608041494359029e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.071000000000000085e+01,1.088773236851501744e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.246999999999999886e+01,1.120903248834584141e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.389000000000000057e+01,1.096461403928579064e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.511999999999999744e+01,1.045591584783831262e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.635000000000000142e+01,1.050005096024435712e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.735999999999999943e+01,1.100215130469921045e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.831000000000000227e+01,1.043649679257518612e+06,4.000000000000000000e+00,1.000000000000000000e+00
4.927000000000000313e+01,1.053804894163538469e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.018999999999999773e+01,1.047602844078947324e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.099000000000000199e+01,1.033647338289471576e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.185999999999999943e+01,1.093243906437970931e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.234000000000000341e+01,1.056454134219928877e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.303999999999999915e+01,1.127235876174815698e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.381000000000000227e+01,1.102666410479321610e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.446000000000000085e+01,1.063831010046991287e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.486999999999999744e+01,1.086942937922931276e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.539000000000000057e+01,1.035214758101503714e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.599000000000000199e+01,1.065375270874058362e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.635000000000000142e+01,1.053747243073303485e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.674000000000000199e+01,1.040031826973685529e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.715999999999999659e+01,1.029230254652254633e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.775999999999999801e+01,1.057038159473685781e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.827000000000000313e+01,1.011661947208644706e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.842999999999999972e+01,1.040700850629697437e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.870000000000000284e+01,1.045029856212404557e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.939000000000000057e+01,1.028941383270675316e+06,4.000000000000000000e+00,1.000000000000000000e+00
5.965999999999999659e+01,1.075293968486843864e+06,4.000000000000000000e+00,1.000000000000000000e+00
