Ts (degC),I (a.u.),P (W),q (slm)
3.436999999999999744e+01,1.411176980864664307e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.467000000000000171e+01,1.395475928176695481e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.463000000000000256e+01,1.387936077152263606e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.443999999999999773e+01,1.378400241907887859e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.429999999999999716e+01,1.412771255244355183e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.495000000000000284e+01,1.404909395780070219e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.539000000000000057e+01,1.389093040911660064e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.597999999999999687e+01,1.371224159407887841e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.639999999999999858e+01,1.372381862283838680e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.718999999999999773e+01,1.397729987255631946e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.770000000000000284e+01,1.367819419060150394e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.796999999999999886e+01,1.348477847847741330e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.835999999999999943e+01,1.385681525328946067e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.872999999999999687e+01,1.407436065676694969e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.896999999999999886e+01,1.424864433721800568e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.925000000000000000e+01,1.390282279426695779e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.940999999999999659e+01,1.387252147979316534e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.953000000000000114e+01,1.392397138223687885e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.971999999999999886e+01,1.398823263806391507e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.000999999999999801e+01,1.376797714060152182e+06,2.000000000000000000e+00,2.000000000000000000e+00
