Ts (degC),I (a.u.),P (W),q (slm)
3.420000000000000284e+01,1.640205791672932915e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.549000000000000199e+01,1.683196258928576484e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.632000000000000028e+01,1.608105590723685455e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.721000000000000085e+01,1.695014732424807968e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.795000000000000284e+01,1.661465123937973287e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.878000000000000114e+01,1.668746284172934480e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.956000000000000227e+01,1.654559311719924444e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.017999999999999972e+01,1.680665031146612717e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.078000000000000114e+01,1.663690603843990248e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.135999999999999943e+01,1.666247947077071294e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.167000000000000171e+01,1.721451206503760070e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.225000000000000000e+01,1.670634357377824606e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.256000000000000227e+01,1.698564585986844730e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.310000000000000142e+01,1.663037963937974302e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.335000000000000142e+01,1.669870110874057515e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.375000000000000000e+01,1.713371430845869938e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.407999999999999829e+01,1.669229789577066898e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.445000000000000284e+01,1.660048237528196769e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.485999999999999943e+01,1.683894477687972132e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.528000000000000114e+01,1.670998249088344397e+06,3.000000000000000000e+00,4.000000000000000000e+00
