Ts (degC),I (a.u.),P (W),q (slm)
4.045000000000000284e+01,7.034985152255620342e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.114999999999999858e+01,6.421161183270695619e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.175000000000000000e+01,6.033288836560146883e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.260999999999999943e+01,5.483476055639068363e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.338000000000000256e+01,6.001809863063913072e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.417000000000000171e+01,6.117941085902255727e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.490999999999999659e+01,6.826167483270682860e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.592999999999999972e+01,5.942217360056379111e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.667000000000000171e+01,5.569177850469917757e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.692999999999999972e+01,5.874407112969923764e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.756000000000000227e+01,5.701993397368411534e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.815999999999999659e+01,5.661881542669156333e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.854999999999999716e+01,5.631108425469899084e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.906000000000000227e+01,5.905599062875910895e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.928000000000000114e+01,5.826518520394755760e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.957999999999999829e+01,5.829737372932340950e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.984000000000000341e+01,6.019272723214280559e+05,3.000000000000000000e+00,4.000000000000000000e+00
5.032999999999999829e+01,6.210698979981195880e+05,3.000000000000000000e+00,4.000000000000000000e+00
5.056000000000000227e+01,5.810172958082708064e+05,3.000000000000000000e+00,4.000000000000000000e+00
5.068999999999999773e+01,5.592448934774443042e+05,3.000000000000000000e+00,4.000000000000000000e+00
