Ts (degC),I (a.u.),P (W),q (slm)
3.375000000000000000e+01,1.734185814953007270e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.402000000000000313e+01,1.811311763740597991e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.536999999999999744e+01,1.789023581250003772e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.664000000000000057e+01,1.768402968862779438e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.770000000000000284e+01,1.769439333439849084e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.874000000000000199e+01,1.766436426118421834e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.952000000000000313e+01,1.777284809154135874e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.054999999999999716e+01,1.797414648157891119e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.140999999999999659e+01,1.744514722246246412e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.228999999999999915e+01,1.760604919793236768e+06,4.000000000000000000e+00,3.000000000000000000e+00
