Ts (degC),I (a.u.),P (W),q (slm)
3.252000000000000313e+01,1.049506685103388038e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.338000000000000256e+01,1.008349350056388299e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.517000000000000171e+01,9.968664354699234245e+05,3.000000000000000000e+00,4.000000000000000000e+00
3.642000000000000171e+01,9.843017006390969036e+05,3.000000000000000000e+00,4.000000000000000000e+00
3.782999999999999829e+01,9.921065249436100712e+05,3.000000000000000000e+00,4.000000000000000000e+00
3.907000000000000028e+01,9.871439732988689793e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.000000000000000000e+01,9.422773818890952971e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.106000000000000227e+01,9.939200705639107618e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.210999999999999943e+01,9.715908671052634018e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.256000000000000227e+01,1.001125471353383386e+06,3.000000000000000000e+00,4.000000000000000000e+00
