Ts (degC),I (a.u.),P (W),q (slm)
3.846000000000000085e+01,1.437416603571432177e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.053000000000000114e+01,1.452709047998126363e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.253000000000000114e+01,1.427621092048872029e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.428000000000000114e+01,1.486148158562029945e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.484000000000000341e+01,1.548226803242476890e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.657000000000000028e+01,1.478208199116542237e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.779999999999999716e+01,1.423354665000002831e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.878000000000000114e+01,1.410057588862777455e+06,3.000000000000000000e+00,1.000000000000000000e+00
4.938000000000000256e+01,1.402918708562029293e+06,3.000000000000000000e+00,1.000000000000000000e+00
5.052000000000000313e+01,1.411262964755636407e+06,3.000000000000000000e+00,1.000000000000000000e+00
