Ts (degC),I (a.u.),P (W),q (slm)
3.256000000000000227e+01,1.318821289370290702e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.264000000000000057e+01,1.332828286945490399e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.267999999999999972e+01,1.362702268872177927e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.320000000000000284e+01,1.324587507067673141e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.414999999999999858e+01,1.350379717894736677e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.478999999999999915e+01,1.355966330272562802e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.539999999999999858e+01,1.335331551484961528e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.596999999999999886e+01,1.352075497612781357e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.646999999999999886e+01,1.363395683374057524e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.672999999999999687e+01,1.356783669981202809e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.732999999999999829e+01,1.343915158251876477e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.792000000000000171e+01,1.312607782979325624e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.834000000000000341e+01,1.356212086522563826e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.859000000000000341e+01,1.308333472020682646e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.896000000000000085e+01,1.304769821616544155e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.927000000000000313e+01,1.306004638984965393e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.964999999999999858e+01,1.352525126842108555e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.977000000000000313e+01,1.336719365977442591e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.993999999999999773e+01,1.334912349219918484e+06,2.000000000000000000e+00,2.000000000000000000e+00
3.995000000000000284e+01,1.380323915892861784e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.007000000000000028e+01,1.354283115535714431e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.042000000000000171e+01,1.355789558233086718e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.056000000000000227e+01,1.346350177697369596e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.089999999999999858e+01,1.327086706466162112e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.128000000000000114e+01,1.349423547462405171e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.135999999999999943e+01,1.343056551203005947e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.139000000000000057e+01,1.366008706719925394e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.160999999999999943e+01,1.319578760639100336e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.207999999999999829e+01,1.346002053806395503e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.213000000000000256e+01,1.312325317274431000e+06,2.000000000000000000e+00,2.000000000000000000e+00
