Ts (degC),I (a.u.),P (W),q (slm)
3.621000000000000085e+01,9.978888800187985180e+05,3.000000000000000000e+00,2.000000000000000000e+00
3.863000000000000256e+01,1.150909532622175058e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.024000000000000199e+01,1.023474138214286300e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.114999999999999858e+01,1.028060356353381765e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.227000000000000313e+01,1.045015566625940613e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.378999999999999915e+01,1.005601068383459584e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.436999999999999744e+01,1.011924333580826409e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.525999999999999801e+01,9.928727424248097232e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.592999999999999972e+01,9.696570918609000510e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.703000000000000114e+01,1.002080533110897872e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.793999999999999773e+01,1.054902851785713341e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.864000000000000057e+01,1.026119929060150869e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.909000000000000341e+01,1.017218378994359868e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.946000000000000085e+01,1.006017190996241523e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.018999999999999773e+01,1.054908395159770502e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.067999999999999972e+01,1.082851681494354038e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.103999999999999915e+01,1.043621592828947352e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.157000000000000028e+01,1.044431048627816839e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.171999999999999886e+01,1.017913518101501628e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.189999999999999858e+01,1.044067280103383935e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.242999999999999972e+01,9.854188752913546050e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.285000000000000142e+01,9.720061274154155981e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.310000000000000142e+01,1.056605406738725491e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.327000000000000313e+01,9.753995346428578487e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.360999999999999943e+01,1.051045895300749689e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.390999999999999659e+01,1.038002828881578404e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.396999999999999886e+01,1.051738077941728290e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.421000000000000085e+01,1.012415846080826479e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.439999999999999858e+01,1.021986912546989974e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.449000000000000199e+01,1.015407666654135799e+06,3.000000000000000000e+00,2.000000000000000000e+00
