Ts (degC),I (a.u.),P (W),q (slm)
3.532000000000000028e+01,1.812392844868427375e+06,3.000000000000000000e+00,3.000000000000000000e+00
3.703000000000000114e+01,1.803562989107147092e+06,3.000000000000000000e+00,3.000000000000000000e+00
3.843999999999999773e+01,1.778910372800746700e+06,3.000000000000000000e+00,3.000000000000000000e+00
3.949000000000000199e+01,1.828247510610902915e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.085999999999999943e+01,1.769937621174811386e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.167000000000000171e+01,1.831011806475565769e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.263000000000000256e+01,1.832630471701128175e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.328000000000000114e+01,1.833143541766911279e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.397999999999999687e+01,1.864306296569549711e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.485000000000000142e+01,1.847906039633454289e+06,3.000000000000000000e+00,3.000000000000000000e+00
