Ts (degC),I (a.u.),P (W),q (slm)
3.432999999999999829e+01,1.502230718571429607e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.442999999999999972e+01,1.525267256560150301e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.425000000000000000e+01,1.496901072377826087e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.564999999999999858e+01,1.526970427443607012e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.685000000000000142e+01,1.530001298007518752e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.764000000000000057e+01,1.520747312537588179e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.970000000000000284e+01,1.515182750469930703e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.096000000000000085e+01,1.501326039924815530e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.193999999999999773e+01,1.539338064530072734e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.271000000000000085e+01,1.528158064539472573e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.370000000000000284e+01,1.515739428411655361e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.457000000000000028e+01,1.557265089868424926e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.514999999999999858e+01,1.505155525911653647e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.571999999999999886e+01,1.526998144313912140e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.645000000000000284e+01,1.589064593571431702e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.703999999999999915e+01,1.584713660864660749e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.753000000000000114e+01,1.515311356748123886e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.790999999999999659e+01,1.562228627001881134e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.834000000000000341e+01,1.573938080808276311e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.872999999999999687e+01,1.571708905319553567e+06,3.000000000000000000e+00,2.000000000000000000e+00
