Ts (degC),I (a.u.),P (W),q (slm)
4.378999999999999915e+01,1.120202935911652865e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.450000000000000000e+01,1.113359332669173833e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.492999999999999972e+01,1.094466405197366839e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.529999999999999716e+01,1.042890976127819857e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.545000000000000284e+01,1.101606763731198851e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.578999999999999915e+01,1.132501958345863270e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.645000000000000284e+01,1.130608957697361941e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.696000000000000085e+01,1.109263025610899553e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.722999999999999687e+01,1.103067381203005556e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.765999999999999659e+01,1.085203180770673091e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.811999999999999744e+01,1.089606590751877055e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.835000000000000142e+01,1.119503238919171970e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.864999999999999858e+01,1.047609372941725655e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.863000000000000256e+01,1.109667322359024547e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.871999999999999886e+01,1.066038135225566337e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.885999999999999943e+01,1.047117737255638931e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.902000000000000313e+01,1.110450909078946337e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.934000000000000341e+01,1.058170855573308421e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.956000000000000227e+01,1.048755742697367677e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.959000000000000341e+01,1.048639824586465023e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.968999999999999773e+01,1.056473843994360417e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.988000000000000256e+01,1.011539500234962441e+06,2.000000000000000000e+00,2.000000000000000000e+00
4.996000000000000085e+01,1.049217320977438241e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.010000000000000142e+01,1.026068930018794956e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.024000000000000199e+01,1.066271326494362671e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.024000000000000199e+01,1.108393578186085215e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.042000000000000171e+01,1.087542607810149668e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.056000000000000227e+01,1.098140183966164943e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.053999999999999915e+01,1.088349723073305562e+06,2.000000000000000000e+00,2.000000000000000000e+00
5.050999999999999801e+01,1.091301877725567203e+06,2.000000000000000000e+00,2.000000000000000000e+00
