Ts (degC),I (a.u.),P (W),q (slm)
4.246000000000000085e+01,6.190338782988714520e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.332000000000000028e+01,9.186327973590225447e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.459000000000000341e+01,6.104037071898485301e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.557000000000000028e+01,6.492664549342087703e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.634000000000000341e+01,5.924185380169166019e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.725999999999999801e+01,6.039471546428555157e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.803000000000000114e+01,6.118772592011266388e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.877000000000000313e+01,6.156646155451113591e+05,3.000000000000000000e+00,3.000000000000000000e+00
4.950999999999999801e+01,5.859188703383459942e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.022999999999999687e+01,5.854060466447370127e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.090999999999999659e+01,6.423863886090246961e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.135999999999999943e+01,6.101994646522583207e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.200999999999999801e+01,6.314765357142840512e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.234000000000000341e+01,6.106258117105253041e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.277000000000000313e+01,5.892841911372187315e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.309000000000000341e+01,6.186883413157920586e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.347999999999999687e+01,6.166343364473675610e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.388000000000000256e+01,6.033589410620286362e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.406000000000000227e+01,6.167875799436054658e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.446999999999999886e+01,6.161980113157910528e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.475000000000000000e+01,6.047174372650382575e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.507000000000000028e+01,5.986797174248115625e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.518999999999999773e+01,6.158082505263161147e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.567999999999999972e+01,5.805686520676694345e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.584000000000000341e+01,6.131205764097735519e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.603999999999999915e+01,6.213168861090193968e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.611999999999999744e+01,6.101208719266902190e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.610999999999999943e+01,6.012370606578908628e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.625999999999999801e+01,5.904443577349609695e+05,3.000000000000000000e+00,3.000000000000000000e+00
5.642999999999999972e+01,6.079412172462430317e+05,3.000000000000000000e+00,3.000000000000000000e+00
