Ts (degC),I (a.u.),P (W),q (slm)
3.442999999999999972e+01,3.153901439661662444e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.428000000000000114e+01,2.773846482236824813e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.417999999999999972e+01,2.462154877443609003e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.421999999999999886e+01,2.694902676315803546e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.417000000000000171e+01,2.796385841165402089e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.421000000000000085e+01,2.348861862124057079e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.427000000000000313e+01,2.486870934586465883e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.436999999999999744e+01,2.909838998402254656e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.442999999999999972e+01,2.431041766635339009e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.456000000000000227e+01,2.660685276033835835e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.446000000000000085e+01,2.953289196146615432e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.457999999999999829e+01,2.932957331954887486e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.453999999999999915e+01,2.847542560714285937e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.447999999999999687e+01,2.603976559398498212e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.442999999999999972e+01,2.676475269078945275e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.432999999999999829e+01,2.793610458552637720e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.442999999999999972e+01,2.615439025093989039e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.440999999999999659e+01,2.532246530921050871e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.435000000000000142e+01,3.090311548026319360e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.425999999999999801e+01,3.014906878477440914e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.449000000000000199e+01,3.082839079793232959e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.429999999999999716e+01,2.886896820958654280e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.432999999999999829e+01,2.499830111278199183e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.442999999999999972e+01,2.912976548120307853e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.440999999999999659e+01,2.857190495300756302e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.436999999999999744e+01,2.649677367011287715e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.452000000000000313e+01,2.735279381109021488e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.445000000000000284e+01,2.616790376503750158e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.450000000000000000e+01,2.724627479887208319e+05,1.500000000000000000e+00,4.000000000000000000e+00
3.471999999999999886e+01,2.773431345112781273e+05,1.500000000000000000e+00,4.000000000000000000e+00
