Ts (degC),I (a.u.),P (W),q (slm)
3.438000000000000256e+01,1.538269178825187730e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.422999999999999687e+01,1.580561550507520558e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.496000000000000085e+01,1.587440631343991496e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.588000000000000256e+01,1.575019777866545366e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.622999999999999687e+01,1.604998221597747644e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.653999999999999915e+01,1.563335946766913868e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.724000000000000199e+01,1.568968137998116901e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.753000000000000114e+01,1.562951729351505870e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.803000000000000114e+01,1.597313503731198376e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.827000000000000313e+01,1.575477291005635168e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.864999999999999858e+01,1.607777546165418345e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.882000000000000028e+01,1.573954341372177005e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.902000000000000313e+01,1.569838078167293919e+06,2.000000000000000000e+00,4.000000000000000000e+00
3.967999999999999972e+01,1.612890384840220446e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.021999999999999886e+01,1.561456250216163462e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.049000000000000199e+01,1.581548271090222523e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.060999999999999943e+01,1.579186177810151130e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.084000000000000341e+01,1.564328087537592510e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.110000000000000142e+01,1.560742756381577579e+06,2.000000000000000000e+00,4.000000000000000000e+00
4.147999999999999687e+01,1.585162304605268640e+06,2.000000000000000000e+00,4.000000000000000000e+00
