t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
8.840000000000000000e+02,4.200000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.700000000000000122e-01,0.000000000000000000e+00,1.000019999999999953e+02,1.199999999999999956e-01,1.429999999999999938e+00
4.459000000000000000e+03,5.000000000000000000e+01,6.330000000000000071e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.060000000000000053e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.350000000000000089e+00,1.530000000000000027e+00
5.485000000000000000e+03,5.100000000000000000e+01,5.879999999999999893e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.100000000000000089e+00,2.009999999999999787e+00,1.000010000000000048e+02,1.330000000000000071e+00,1.580000000000000071e+00
6.486000000000000000e+03,5.000000000000000000e+01,6.150000000000000355e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.310000000000000053e+00,1.530000000000000027e+00
7.488000000000000000e+03,4.800000000000000000e+01,6.230000000000000426e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.330000000000000071e+00,1.520000000000000018e+00
8.489000000000000000e+03,4.900000000000000000e+01,6.190000000000000391e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.320000000000000062e+00,1.530000000000000027e+00
9.492000000000000000e+03,4.900000000000000000e+01,6.120000000000000107e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.300000000000000044e+00,1.550000000000000044e+00
1.050000000000000000e+04,4.800000000000000000e+01,6.129999999999999893e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000010000000000048e+02,1.300000000000000044e+00,1.550000000000000044e+00
1.148900000000000000e+04,5.000000000000000000e+01,6.129999999999999893e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.310000000000000053e+00,1.530000000000000027e+00
1.250300000000000000e+04,4.900000000000000000e+01,6.129999999999999893e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.310000000000000053e+00,1.540000000000000036e+00
