Ts (degC),I (a.u.),P (W),q (slm)
3.589999999999999858e+01,1.544478620075185550e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.578999999999999915e+01,1.525963011597742327e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.564000000000000057e+01,1.546930639201129088e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.571999999999999886e+01,1.481891955958654173e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.575000000000000000e+01,1.505764434755644528e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.628000000000000114e+01,1.535807551184209762e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.664000000000000057e+01,1.491606780592108145e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.675999999999999801e+01,1.494214260563910007e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.842999999999999972e+01,1.500343384483085945e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.909000000000000341e+01,1.496472507969928207e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.932999999999999829e+01,1.498937092077069916e+06,2.000000000000000000e+00,3.000000000000000000e+00
3.967999999999999972e+01,1.513993019210535334e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.006000000000000227e+01,1.540001667998126708e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.040999999999999659e+01,1.560068682095870608e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.064999999999999858e+01,1.549643443280076142e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.110999999999999943e+01,1.487918465864667436e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.136999999999999744e+01,1.540326263345870189e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.149000000000000199e+01,1.542138330733085051e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.175999999999999801e+01,1.540188664483080851e+06,2.000000000000000000e+00,3.000000000000000000e+00
4.185000000000000142e+01,1.557114063721804181e+06,2.000000000000000000e+00,3.000000000000000000e+00
