t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
9.300000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.000000000000000056e-01,0.000000000000000000e+00,1.000019999999999953e+02,7.000000000000000666e-02,1.429999999999999938e+00
5.460000000000000000e+03,5.900000000000000000e+01,6.580000000000000071e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.049999999999999822e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.350000000000000089e+00,1.520000000000000018e+00
6.488000000000000000e+03,5.900000000000000000e+01,6.570000000000000284e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000040000000000049e+02,1.330000000000000071e+00,1.520000000000000018e+00
7.490000000000000000e+03,5.400000000000000000e+01,6.799999999999999822e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.389999999999999902e+00,1.449999999999999956e+00
8.492000000000000000e+03,5.500000000000000000e+01,6.820000000000000284e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.040000000000000036e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.399999999999999911e+00,1.459999999999999964e+00
9.496000000000000000e+03,5.800000000000000000e+01,6.549999999999999822e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.029999999999999805e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.330000000000000071e+00,1.530000000000000027e+00
1.050300000000000000e+04,5.900000000000000000e+01,6.459999999999999964e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.310000000000000053e+00,1.540000000000000036e+00
1.149500000000000000e+04,5.900000000000000000e+01,6.469999999999999751e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.330000000000000071e+00,1.520000000000000018e+00
1.250600000000000000e+04,5.700000000000000000e+01,6.450000000000000178e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.320000000000000062e+00,1.530000000000000027e+00
1.349700000000000000e+04,5.800000000000000000e+01,6.419999999999999929e+00,2.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000040000000000049e+02,1.320000000000000062e+00,1.520000000000000018e+00
