Ts (degC),I (a.u.),P (W),q (slm)
3.164999999999999858e+01,1.541170703994367504e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.314999999999999858e+01,1.624537629671043251e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.311999999999999744e+01,1.444780421672933968e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.289999999999999858e+01,1.450576573590226239e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.379999999999999716e+01,1.581677739671051502e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.513000000000000256e+01,1.646932244943606900e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.628999999999999915e+01,1.645514742603384424e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.692000000000000171e+01,1.603139097124058753e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.771999999999999886e+01,1.595627702086462639e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.675999999999999801e+01,1.338045710610899143e+06,2.000000000000000000e+00,1.000000000000000000e+00
