t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
9.750000000000000000e+02,4.700000000000000000e+01,2.999999999999999889e-02,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,5.000000000000000278e-02,0.000000000000000000e+00,1.000011599999999987e+02,4.000000000000000083e-02,1.419999999999999929e+00
3.908000000000000000e+03,6.100000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.000000000000000000e+00,1.000011599999999987e+02,1.659999999999999920e+00,1.590000000000000080e+00
4.897000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.000000000000000000e+00,1.000011599999999987e+02,1.649999999999999911e+00,1.600000000000000089e+00
5.934000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.000000000000000000e+00,1.000011499999999955e+02,1.659999999999999920e+00,1.590000000000000080e+00
6.947000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.000000000000000000e+00,1.000011300000000034e+02,1.659999999999999920e+00,1.600000000000000089e+00
7.937000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.000000000000000000e+00,1.000011700000000019e+02,1.659999999999999920e+00,1.590000000000000080e+00
8.927000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.000000000000000000e+00,1.000010800000000017e+02,1.649999999999999911e+00,1.600000000000000089e+00
9.939000000000000000e+03,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.000000000000000000e+00,1.000010999999999939e+02,1.659999999999999920e+00,1.590000000000000080e+00
1.093800000000000000e+04,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.669999999999999929e+00,4.000000000000000000e+00,1.000011499999999955e+02,1.679999999999999938e+00,1.590000000000000080e+00
1.193800000000000000e+04,6.200000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.000000000000000000e+00,1.000011599999999987e+02,1.659999999999999920e+00,1.600000000000000089e+00
1.293900000000000000e+04,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.000000000000000000e+00,1.000011700000000019e+02,1.659999999999999920e+00,1.600000000000000089e+00
1.393800000000000000e+04,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.000000000000000000e+00,1.000011700000000019e+02,1.659999999999999920e+00,1.580000000000000071e+00
1.493800000000000000e+04,6.000000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.000000000000000000e+00,1.000011700000000019e+02,1.659999999999999920e+00,1.600000000000000089e+00
