Ts (degC),I (a.u.),P (W),q (slm)
3.409000000000000341e+01,1.667249080432328628e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.607000000000000028e+01,1.600741772622175748e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.746000000000000085e+01,1.627973289727441967e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.889000000000000057e+01,1.613778926109019900e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.000999999999999801e+01,1.621875208703005454e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.113000000000000256e+01,1.615735737152256304e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.197999999999999687e+01,1.622335062377824914e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.243999999999999773e+01,1.621797847838344751e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.479999999999999716e+01,1.637562218176692259e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.585000000000000142e+01,1.616338856250002282e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.642999999999999972e+01,1.638731623731200118e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.707999999999999829e+01,1.623440780723680975e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.782999999999999829e+01,1.602079696748124668e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.836999999999999744e+01,1.644786220065786736e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.896999999999999886e+01,1.598165828289470170e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.953000000000000114e+01,1.619882304135334911e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.996000000000000085e+01,1.634848674981193384e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.022999999999999687e+01,1.617409343374055810e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.061999999999999744e+01,1.617957398289471632e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.103000000000000114e+01,1.623367115441726521e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.128000000000000114e+01,1.614292365733085433e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.146999999999999886e+01,1.625240652687970782e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.189000000000000057e+01,1.607655345563906245e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.207999999999999829e+01,1.622136979144735960e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.229999999999999716e+01,1.637773728693602839e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.264999999999999858e+01,1.641149027565786615e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.285000000000000142e+01,1.661087681757512270e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.310000000000000142e+01,1.710683017612776719e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.340999999999999659e+01,1.607875725479319924e+06,4.000000000000000000e+00,3.000000000000000000e+00
5.363000000000000256e+01,1.670577814962407108e+06,4.000000000000000000e+00,3.000000000000000000e+00
