Ts (degC),I (a.u.),P (W),q (slm)
3.711999999999999744e+01,1.148176156466166722e+06,3.000000000000000000e+00,3.000000000000000000e+00
3.861999999999999744e+01,1.087810291184204398e+06,3.000000000000000000e+00,3.000000000000000000e+00
3.997999999999999687e+01,1.049969618430447299e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.093999999999999773e+01,1.108317325996236876e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.252000000000000313e+01,1.080780307387218112e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.353999999999999915e+01,1.070032690573304426e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.460000000000000142e+01,1.046052916691725375e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.577000000000000313e+01,1.098603610037594568e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.632999999999999829e+01,1.083997065761279780e+06,3.000000000000000000e+00,3.000000000000000000e+00
4.713000000000000256e+01,1.078600283148493152e+06,3.000000000000000000e+00,3.000000000000000000e+00
