Ts (degC),I (a.u.),P (W),q (slm)
4.375000000000000000e+01,5.081452090883468627e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.475999999999999801e+01,5.057377833270682022e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.604999999999999716e+01,6.024944210808281787e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.725000000000000000e+01,5.076350954887231928e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.781000000000000227e+01,4.686846392481210642e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.889000000000000057e+01,4.842071952913536807e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.007000000000000028e+01,5.031250063533831271e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.095000000000000284e+01,4.686630816823300556e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.175999999999999801e+01,5.121120475657896022e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.304999999999999716e+01,4.902142417951126699e+05,3.000000000000000000e+00,2.000000000000000000e+00
