Ts (degC),I (a.u.),P (W),q (slm)
3.442999999999999972e+01,1.647858973900377052e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.604999999999999716e+01,1.692035230460530613e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.717999999999999972e+01,1.687000491766918218e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.811999999999999744e+01,1.741477076447364176e+06,4.000000000000000000e+00,3.000000000000000000e+00
3.920000000000000284e+01,1.728968021729324711e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.014000000000000057e+01,1.691678976287588943e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.077000000000000313e+01,1.732225431513158605e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.168999999999999773e+01,1.707701914229319431e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.235000000000000142e+01,1.716207544201130280e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.320000000000000284e+01,1.710675010516914772e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.367999999999999972e+01,1.668284336334582418e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.406000000000000227e+01,1.675489367565786699e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.470000000000000284e+01,1.657211631428575609e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.517000000000000171e+01,1.694671166419171030e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.582999999999999829e+01,1.710668974398492370e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.635999999999999943e+01,1.681919311917295447e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.685999999999999943e+01,1.725173766964286799e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.728000000000000114e+01,1.717550272584586870e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.763000000000000256e+01,1.671999259257518454e+06,4.000000000000000000e+00,3.000000000000000000e+00
4.800999999999999801e+01,1.697297370676697930e+06,4.000000000000000000e+00,3.000000000000000000e+00
