Ts (degC),I (a.u.),P (W),q (slm)
4.372999999999999687e+01,6.087244344078936847e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.532000000000000028e+01,6.054692419736842858e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.635000000000000142e+01,8.275554079229306662e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.768999999999999773e+01,6.659751698402232723e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.854999999999999716e+01,5.790259926597746089e+05,3.000000000000000000e+00,2.000000000000000000e+00
4.949000000000000199e+01,6.210644778101508273e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.042000000000000171e+01,5.920818704323293641e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.124000000000000199e+01,5.962528282612782205e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.229999999999999716e+01,6.150356273684201296e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.295000000000000284e+01,6.237411883646628121e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.374000000000000199e+01,6.063035813627809985e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.453999999999999915e+01,6.353987808270655805e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.515999999999999659e+01,6.160726078759400407e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.599000000000000199e+01,6.225592178289488656e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.661999999999999744e+01,6.232653204981181771e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.699000000000000199e+01,6.475906313627797645e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.749000000000000199e+01,6.109661748778190231e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.784000000000000341e+01,6.400650699248100864e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.840999999999999659e+01,6.375753558552615577e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.888000000000000256e+01,6.087738320300754858e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.932000000000000028e+01,6.377362368890976068e+05,3.000000000000000000e+00,2.000000000000000000e+00
5.967999999999999972e+01,6.541565731578930281e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.003000000000000114e+01,6.306869128759391606e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.020000000000000284e+01,6.547999741071407916e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.042000000000000171e+01,6.363312995300741168e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.093999999999999773e+01,6.270817487593959086e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.107000000000000028e+01,5.981512490977426060e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.138000000000000256e+01,6.127997998308250681e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.156000000000000227e+01,6.197041338157894788e+05,3.000000000000000000e+00,2.000000000000000000e+00
6.178000000000000114e+01,6.190746528947363840e+05,3.000000000000000000e+00,2.000000000000000000e+00
