Ts (degC),I (a.u.),P (W),q (slm)
3.218999999999999773e+01,1.054032295686092461e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.382000000000000028e+01,1.022905141663531656e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.492000000000000171e+01,1.013061464379699086e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.607999999999999829e+01,1.048927340921050869e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.713000000000000256e+01,1.030528020112778759e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.803000000000000114e+01,1.019804670958644827e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.903000000000000114e+01,1.023390864417293109e+06,3.000000000000000000e+00,4.000000000000000000e+00
3.992000000000000171e+01,1.045374407706767437e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.053999999999999915e+01,1.026755076541349990e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.113000000000000256e+01,1.026034437913534115e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.175999999999999801e+01,1.039514322208643658e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.231000000000000227e+01,1.051029265178571688e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.278000000000000114e+01,1.043725561889097677e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.339000000000000057e+01,1.044864047734964639e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.393999999999999773e+01,1.024933400639099418e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.435000000000000142e+01,1.013190932960529230e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.472999999999999687e+01,1.039048062857140321e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.504999999999999716e+01,1.027381108251879108e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.535999999999999943e+01,1.031895016156015685e+06,3.000000000000000000e+00,4.000000000000000000e+00
4.564999999999999858e+01,1.041858676691729459e+06,3.000000000000000000e+00,4.000000000000000000e+00
