Ts (degC),I (a.u.),P (W),q (slm)
4.396999999999999886e+01,5.399407708364652935e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.479999999999999716e+01,7.099404086278193863e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.564999999999999858e+01,6.066180754511278355e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.650999999999999801e+01,5.781970734586461913e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.732999999999999829e+01,5.760273968515022425e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.804999999999999716e+01,5.485519712875926634e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.875999999999999801e+01,5.280243643984980881e+05,4.000000000000000000e+00,2.000000000000000000e+00
4.939000000000000057e+01,5.241968493890975951e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.017999999999999972e+01,5.428464843327049166e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.100999999999999801e+01,5.589409933928572573e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.160999999999999943e+01,5.066807728477452765e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.225000000000000000e+01,5.402252075187964365e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.279999999999999716e+01,5.805627391353385756e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.332000000000000028e+01,5.143462736842106679e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.390999999999999659e+01,5.207380303477429552e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.435000000000000142e+01,5.408193340319553390e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.495000000000000284e+01,5.418511407236829400e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.525999999999999801e+01,5.075871760996237863e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.574000000000000199e+01,5.750239229605256114e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.607000000000000028e+01,5.613837735620329622e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.635999999999999943e+01,5.597764414567670319e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.665999999999999659e+01,5.000704840601505130e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.686999999999999744e+01,5.402162149342087796e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.724000000000000199e+01,5.651695284868414747e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.771000000000000085e+01,5.635975507894719485e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.804999999999999716e+01,5.298441925094003091e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.825999999999999801e+01,5.301838165601516375e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.832999999999999829e+01,5.078924312312027905e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.877000000000000313e+01,5.629882723872167990e+05,4.000000000000000000e+00,2.000000000000000000e+00
5.892999999999999972e+01,5.543757168890978210e+05,4.000000000000000000e+00,2.000000000000000000e+00
