Ts (degC),I (a.u.),P (W),q (slm)
3.907999999999999829e+01,6.274755746898497455e+05,3.000000000000000000e+00,4.000000000000000000e+00
3.974000000000000199e+01,6.773059496052623726e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.060000000000000142e+01,6.495894488627832616e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.175999999999999801e+01,6.070758349624091061e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.271000000000000085e+01,6.221825147650397848e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.342999999999999972e+01,6.003541859492500080e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.428000000000000114e+01,5.932481963345871773e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.485000000000000142e+01,5.903948369266894879e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.567999999999999972e+01,6.062511040883439127e+05,3.000000000000000000e+00,4.000000000000000000e+00
4.635000000000000142e+01,6.271932321710514370e+05,3.000000000000000000e+00,4.000000000000000000e+00
