Ts (degC),I (a.u.),P (W),q (slm)
3.357999999999999829e+01,1.455508451898495434e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.382999999999999829e+01,1.438506800469920039e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.549000000000000199e+01,1.439577410780078033e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.721000000000000085e+01,1.461571548073309241e+06,3.000000000000000000e+00,2.000000000000000000e+00
3.882999999999999829e+01,1.442425103627816075e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.029999999999999716e+01,1.743295919069553725e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.170000000000000284e+01,1.525656278233082499e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.288000000000000256e+01,1.481773697312027449e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.388000000000000256e+01,1.424892766522560501e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.504999999999999716e+01,1.528934999210526934e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.577000000000000313e+01,1.472564674765030155e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.674000000000000199e+01,1.508103984981191810e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.725000000000000000e+01,1.459521238787588663e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.795000000000000284e+01,1.434952758580828784e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.850000000000000000e+01,1.427871406184207881e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.903000000000000114e+01,1.503776211259398144e+06,3.000000000000000000e+00,2.000000000000000000e+00
4.957000000000000028e+01,1.446833933796993690e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.009000000000000341e+01,1.475413969031957211e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.059000000000000341e+01,1.485836005009406479e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.089000000000000057e+01,1.458711413430444663e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.128000000000000114e+01,1.456755218317667721e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.174000000000000199e+01,1.492095582998122787e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.210999999999999943e+01,1.470067076785712037e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.243999999999999773e+01,1.463557677406011382e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.297999999999999687e+01,1.487322861118423752e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.315999999999999659e+01,1.475110931250002235e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.327000000000000313e+01,1.451069441137215355e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.364999999999999858e+01,1.460786236748124007e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.382999999999999829e+01,1.502589929210523376e+06,3.000000000000000000e+00,2.000000000000000000e+00
5.400999999999999801e+01,1.434624098092104308e+06,3.000000000000000000e+00,2.000000000000000000e+00
