Ts (degC),I (a.u.),P (W),q (slm)
4.765999999999999659e+01,6.511818754511266015e+05,4.000000000000000000e+00,1.000000000000000000e+00
4.992000000000000171e+01,5.552228676315775374e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.109000000000000341e+01,5.721849763251892291e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.249000000000000199e+01,5.633262950187970418e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.378999999999999915e+01,6.713969592293227324e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.545000000000000284e+01,7.448894110996230738e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.672999999999999687e+01,6.381363453101508785e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.792999999999999972e+01,6.223468450093978317e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.900999999999999801e+01,5.961625328571434366e+05,4.000000000000000000e+00,1.000000000000000000e+00
5.992999999999999972e+01,5.925234925657878630e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.078000000000000114e+01,6.078851675751865841e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.168999999999999773e+01,6.182320600375940558e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.268999999999999773e+01,6.029455285432360834e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.345000000000000284e+01,5.939073651033847127e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.421999999999999886e+01,5.732039716635347577e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.473000000000000398e+01,5.877572995488701854e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.553000000000000114e+01,5.850916757424786920e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.623999999999999488e+01,5.581693557236831402e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.668000000000000682e+01,5.732914337875951314e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.728000000000000114e+01,6.020450382236844162e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.767000000000000171e+01,5.964341581860894803e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.820000000000000284e+01,5.822751489755643997e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.879999999999999716e+01,5.623803490319533739e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.943000000000000682e+01,6.060625061842093710e+05,4.000000000000000000e+00,1.000000000000000000e+00
6.979999999999999716e+01,5.812366902349609882e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.028000000000000114e+01,5.943916096240589395e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.057999999999999829e+01,5.686602527255668538e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.101999999999999602e+01,6.110781510338343214e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.135999999999999943e+01,5.692232131578916451e+05,4.000000000000000000e+00,1.000000000000000000e+00
7.164000000000000057e+01,6.319018972838341724e+05,4.000000000000000000e+00,1.000000000000000000e+00
