Ts (degC),I (a.u.),P (W),q (slm)
2.971999999999999886e+01,1.505385144783840748e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.064999999999999858e+01,1.521062545742473565e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.185000000000000142e+01,1.567138701372177806e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.215999999999999659e+01,1.622685773176698480e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.371999999999999886e+01,1.641932983843985945e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.464000000000000057e+01,1.619799892640980426e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.564000000000000057e+01,1.583883509802632499e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.560999999999999943e+01,1.620142596343987156e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.578999999999999915e+01,1.382039528571435949e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.552000000000000313e+01,1.576211726475566160e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.667999999999999972e+01,1.553128377772553125e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.731000000000000227e+01,1.600646180216163397e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.781000000000000227e+01,1.448991291795120342e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.825999999999999801e+01,1.615139639661645750e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.870000000000000284e+01,1.563125052180442959e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.928000000000000114e+01,1.598422917659766972e+06,2.000000000000000000e+00,1.000000000000000000e+00
3.960999999999999943e+01,1.580532478590225801e+06,2.000000000000000000e+00,1.000000000000000000e+00
4.017999999999999972e+01,1.562372015610899078e+06,2.000000000000000000e+00,1.000000000000000000e+00
4.050999999999999801e+01,1.584717356447371887e+06,2.000000000000000000e+00,1.000000000000000000e+00
4.071000000000000085e+01,1.603118894605270820e+06,2.000000000000000000e+00,1.000000000000000000e+00
