Ts (degC),I (a.u.),P (W),q (slm)
4.165999999999999659e+01,6.124845666259384016e+05,3.000000000000000000e+00,1.000000000000000000e+00
4.514999999999999858e+01,5.308200727161662653e+05,3.000000000000000000e+00,1.000000000000000000e+00
4.702000000000000313e+01,6.160714992011266295e+05,3.000000000000000000e+00,1.000000000000000000e+00
4.892999999999999972e+01,5.880621851221815450e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.070000000000000284e+01,7.615265548872190993e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.267000000000000171e+01,6.846138412218058947e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.440999999999999659e+01,6.259915518609030405e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.606000000000000227e+01,5.785645375657905824e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.717999999999999972e+01,6.381836487687974004e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.861999999999999744e+01,5.625900117575200275e+05,3.000000000000000000e+00,1.000000000000000000e+00
