Ts (degC),I (a.u.),P (W),q (slm)
4.763000000000000256e+01,6.118964762312014354e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.052000000000000313e+01,5.473823193609036971e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.221000000000000085e+01,5.324472377819558606e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.390999999999999659e+01,5.543588403947371989e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.556000000000000227e+01,6.834233708458639449e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.707999999999999829e+01,6.686473225093960064e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.842999999999999972e+01,5.521182085996234091e+05,3.000000000000000000e+00,1.000000000000000000e+00
5.928000000000000114e+01,5.237365029699267470e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.000999999999999801e+01,5.563348684680459555e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.110999999999999943e+01,5.787121145018787356e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.247999999999999687e+01,5.867877018327085534e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.347999999999999687e+01,5.496554722838364542e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.443000000000000682e+01,5.325369172556388658e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.498999999999999488e+01,5.454460803947369568e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.565000000000000568e+01,6.006393617481170222e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.640999999999999659e+01,5.729837149342081975e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.706999999999999318e+01,5.564958726879673777e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.759000000000000341e+01,5.698012022932340624e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.823999999999999488e+01,5.853338595958641963e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.887999999999999545e+01,5.357456685338326497e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.948000000000000398e+01,5.253979137687979965e+05,3.000000000000000000e+00,1.000000000000000000e+00
6.992000000000000171e+01,5.797872826973665506e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.034999999999999432e+01,5.443290289285703329e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.053000000000000114e+01,5.191329155921050697e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.056999999999999318e+01,5.327039575939851347e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.070999999999999375e+01,5.676188375187953934e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.081000000000000227e+01,5.597795211090217344e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.093000000000000682e+01,5.222235314097757218e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.101999999999999602e+01,5.322700961842091056e+05,3.000000000000000000e+00,1.000000000000000000e+00
7.117000000000000171e+01,5.369914494642865611e+05,3.000000000000000000e+00,1.000000000000000000e+00
