t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
7.960000000000000000e+02,4.000000000000000000e+01,5.000000000000000278e-02,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,-0.000000000000000000e+00,0.000000000000000000e+00,1.000030000000000001e+02,-0.000000000000000000e+00,1.439999999999999947e+00
4.996000000000000000e+03,5.200000000000000000e+01,7.179999999999999716e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.339999999999999858e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.479999999999999982e+00,1.580000000000000071e+00
5.998000000000000000e+03,5.100000000000000000e+01,6.349999999999999645e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.120000000000000107e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.330000000000000071e+00,1.590000000000000080e+00
7.023000000000000000e+03,4.900000000000000000e+01,6.259999999999999787e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.049999999999999822e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.320000000000000062e+00,1.560000000000000053e+00
8.026000000000000000e+03,5.100000000000000000e+01,6.200000000000000178e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.060000000000000053e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.300000000000000044e+00,1.580000000000000071e+00
9.027000000000000000e+03,5.100000000000000000e+01,6.169999999999999929e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.029999999999999805e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.300000000000000044e+00,1.570000000000000062e+00
1.002900000000000000e+04,5.100000000000000000e+01,6.150000000000000355e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000040000000000049e+02,1.290000000000000036e+00,1.560000000000000053e+00
1.101900000000000000e+04,5.100000000000000000e+01,6.129999999999999893e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.290000000000000036e+00,1.550000000000000044e+00
1.203200000000000000e+04,5.100000000000000000e+01,6.120000000000000107e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000040000000000049e+02,1.290000000000000036e+00,1.560000000000000053e+00
1.302200000000000000e+04,5.100000000000000000e+01,6.110000000000000320e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.989999999999999991e+00,2.000000000000000000e+00,1.000040000000000049e+02,1.290000000000000036e+00,1.550000000000000044e+00
1.403500000000000000e+04,5.100000000000000000e+01,6.099999999999999645e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.580000000000000071e+00
1.502600000000000000e+04,5.000000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.989999999999999991e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.290000000000000036e+00,1.550000000000000044e+00
1.601800000000000000e+04,5.200000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.029999999999999805e+00,2.000000000000000000e+00,1.000019999999999953e+02,1.290000000000000036e+00,1.580000000000000071e+00
1.703100000000000000e+04,5.100000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.570000000000000062e+00
1.802200000000000000e+04,5.200000000000000000e+01,6.099999999999999645e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.570000000000000062e+00
1.903600000000000000e+04,5.000000000000000000e+01,6.080000000000000071e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.989999999999999991e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.560000000000000053e+00
2.002600000000000000e+04,5.100000000000000000e+01,6.080000000000000071e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.580000000000000071e+00
2.103900000000000000e+04,5.100000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.570000000000000062e+00
2.202900000000000000e+04,5.100000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.009999999999999787e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.570000000000000062e+00
2.304200000000000000e+04,5.100000000000000000e+01,6.089999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.000000000000000000e+00,1.000030000000000001e+02,1.280000000000000027e+00,1.580000000000000071e+00
