Ts (degC),I (a.u.),P (W),q (slm)
3.750000000000000000e+01,5.218954868515045382e+05,2.000000000000000000e+00,3.000000000000000000e+00
3.815999999999999659e+01,4.624038732518806355e+05,2.000000000000000000e+00,3.000000000000000000e+00
3.879999999999999716e+01,4.851627497932339902e+05,2.000000000000000000e+00,3.000000000000000000e+00
3.935999999999999943e+01,4.932924158176708152e+05,2.000000000000000000e+00,3.000000000000000000e+00
3.985000000000000142e+01,4.591164060620306409e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.053999999999999915e+01,4.775233644078957732e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.096000000000000085e+01,4.706864132142854505e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.175999999999999801e+01,4.921376694078953005e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.228000000000000114e+01,4.904207016823308659e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.270000000000000284e+01,4.537158046804509941e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.329999999999999716e+01,5.207879207142855157e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.374000000000000199e+01,5.562270806390967919e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.432000000000000028e+01,5.464651989191723987e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.467000000000000171e+01,5.235246228947367053e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.499000000000000199e+01,4.963613508834596723e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.521999999999999886e+01,4.592067014661643188e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.554999999999999716e+01,5.288743484210509341e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.596999999999999886e+01,4.847178016353384592e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.622999999999999687e+01,5.232028608270681580e+05,2.000000000000000000e+00,3.000000000000000000e+00
4.638000000000000256e+01,5.488784144266938092e+05,2.000000000000000000e+00,3.000000000000000000e+00
